Date,Product_ID,Product_Category,Sales_Quantity,Price_per_Unit,Revenue,Product_Name,Month
2024-04-24,P014,Furniture,2,33.07,66.14,Chair,4
2024-04-25,P016,Toys,14,333.67,4671.38,Action Figure,4
2024-04-26,P016,Toys,4,124.17,496.68,Action Figure,4
2024-04-27,P002,Clothing,9,63.92,575.28,Sweater,4
2024-04-28,P048,Clothing,6,207.7,1246.1999999999998,T-Shirt,4
2024-04-29,P011,Electronics,17,235.65,4006.05,Tablet,4
2024-04-30,P032,Groceries,11,89.39,983.29,Milk,4
2024-05-01,P023,Furniture,4,25.56,102.24,Wardrobe,5
2024-05-02,P045,Toys,9,209.96,1889.64,Doll,5
2024-05-03,P037,Toys,16,380.97,6095.52,Puzzle,5
2024-05-04,P011,Electronics,3,437.73,1313.19,Tablet,5
2024-05-05,P045,Toys,4,53.29,213.16,Doll,5
2024-05-06,P044,Groceries,3,264.71,794.1299999999999,Eggs,5
2024-05-07,P011,Electronics,13,135.38,1759.94,Tablet,5
2024-05-08,P044,Groceries,19,190.44,3618.36,Eggs,5
2024-05-09,P038,Electronics,1,467.05,467.05,Headphones,5
2024-05-10,P045,Toys,6,179.28,1075.68,Doll,5
2024-05-11,P038,Electronics,3,185.85,557.55,Headphones,5
2024-05-12,P031,Clothing,3,108.65,325.95000000000005,Jacket,5
2024-05-13,P013,Furniture,16,480.21,7683.36,Table,5
2024-05-14,P039,Toys,10,230.96,2309.6,Remote Car,5
2024-05-15,P013,Furniture,17,287.34,4884.78,Table,5
2024-05-16,P016,Toys,7,229.32,1605.24,Action Figure,5
2024-05-17,P013,Furniture,13,130.19,1692.47,Table,5
2024-05-18,P042,Clothing,11,406.15,4467.65,Dress,5
2024-05-19,P023,Furniture,10,19.09,190.9,Wardrobe,5
2024-05-20,P011,Electronics,7,346.67,2426.69,Tablet,5
2024-05-21,P013,Furniture,6,299.17,1795.02,Table,5
2024-05-22,P039,Toys,1,76.42,76.42,Remote Car,5
2024-05-23,P032,Groceries,17,87.12,1481.04,Milk,5
2024-05-24,P014,Furniture,12,331.32,3975.84,Chair,5
2024-05-25,P014,Furniture,4,159.51,638.04,Chair,5
2024-05-26,P013,Furniture,3,136.54,409.62,Table,5
2024-05-27,P039,Toys,6,34.28,205.68,Remote Car,5
2024-05-28,P018,Furniture,16,384.41,6150.56,Bed,5
2024-05-29,P045,Toys,13,441.92,5744.96,Doll,5
2024-05-30,P016,Toys,9,410.82,3697.38,Action Figure,5
2024-05-31,P044,Groceries,11,235.69,2592.59,Eggs,5
2024-06-01,P038,Electronics,13,269.31,3501.03,Headphones,6
2024-06-02,P037,Toys,19,124.93,2373.67,Puzzle,6
2024-06-03,P048,Clothing,3,90.56,271.68,T-Shirt,6
2024-06-04,P018,Furniture,12,412.39,4948.68,Bed,6
2024-06-05,P031,Clothing,19,400.18,7603.42,Jacket,6
2024-06-06,P014,Furniture,8,389.79,3118.32,Chair,6
2024-06-07,P023,Groceries,14,234.36,3281.04,Vegetables,6
2024-06-08,P045,Toys,9,432.93,3896.37,Doll,6
2024-06-09,P012,Electronics,17,463.48,7879.16,Smartphone,6
2024-06-10,P039,Toys,6,167.53,1005.18,Remote Car,6
2024-06-11,P023,Furniture,4,116.22,464.88,Wardrobe,6
2024-06-12,P038,Electronics,4,234.81,939.24,Headphones,6
2024-06-13,P045,Toys,19,93.77,1781.63,Doll,6
2024-06-14,P012,Electronics,12,442.58,5310.96,Smartphone,6
2024-06-15,P013,Furniture,2,172.31,344.62,Table,6
2024-06-16,P023,Groceries,17,290.21,4933.57,Vegetables,6
2024-06-17,P023,Groceries,15,299.39,4490.849999999999,Vegetables,6
2024-06-18,P016,Toys,10,259.92,2599.2000000000003,Action Figure,6
2024-06-19,P042,Clothing,3,82.48,247.44,Dress,6
2024-06-20,P013,Furniture,4,495.55,1982.2,Table,6
2024-06-21,P016,Toys,1,90.44,90.44,Lego Set,6
2024-06-22,P039,Toys,1,377.0,377.0,Remote Car,6
2024-06-23,P044,Groceries,18,396.72,7140.960000000001,Eggs,6
2024-06-24,P017,Electronics,4,76.86,307.44,Smartwatch,6
2024-06-25,P013,Furniture,15,466.92,7003.8,Table,6
2024-06-26,P017,Electronics,10,246.44,2464.4,Smartwatch,6
2024-06-27,P013,Furniture,17,316.3,5377.1,Table,6
2024-06-28,P002,Clothing,12,322.88,3874.56,Jeans,6
2024-06-29,P044,Groceries,12,254.95,3059.4,Eggs,6
2024-06-30,P002,Clothing,16,75.3,1204.8,Jeans,6
2024-07-01,P037,Toys,5,377.12,1885.6,Puzzle,7
2024-07-02,P023,Groceries,17,292.98,4687.68,Vegetables,7
2024-07-03,P039,Toys,18,63.75,1083.75,Remote Car,7
2024-07-04,P031,Clothing,16,351.66,5274.900000000001,Jacket,7
2024-07-05,P047,Furniture,14,352.87,4587.31,Sofa,7
2024-07-06,P045,Toys,8,276.5,2212.0,Doll,7
2024-07-07,P004,Electronics,2,49.82,99.64,Laptop,7
2024-07-08,P014,Furniture,8,179.56,1436.48,Chair,7
2024-07-09,P018,Furniture,11,30.21,302.1,Bed,7
2024-07-10,P031,Clothing,7,241.41,1689.87,Jacket,7
2024-07-11,P042,Clothing,11,453.69,4536.9,Dress,7
2024-07-12,P032,Groceries,4,6.12,24.48,Milk,7
2024-07-13,P023,Groceries,12,136.99,1506.89,Vegetables,7
2024-07-14,P038,Electronics,9,400.93,3608.37,Headphones,7
2024-07-15,P013,Furniture,4,9.88,39.52,Table,7
2024-07-16,P017,Electronics,3,10.04,30.12,Smartwatch,7
2024-07-17,P017,Electronics,12,307.36,3380.96,Smartwatch,7
2024-07-18,P048,Clothing,3,395.65,1186.9499999999998,T-Shirt,7
2024-07-19,P017,Electronics,19,389.37,7008.66,Smartwatch,7
2024-07-20,P004,Electronics,20,390.89,7426.91,Laptop,7
2024-07-21,P016,Toys,15,183.7,2571.8,Action Figure,7
2024-07-22,P039,Groceries,12,441.95,4861.45,Bread,7
2024-07-23,P044,Groceries,2,11.35,22.7,Eggs,7
2024-07-24,P014,Furniture,2,159.53,319.06,Chair,7
2024-07-25,P039,Groceries,2,171.91,343.82,Bread,7
2024-07-26,P023,Furniture,11,86.96,869.5999999999999,Wardrobe,7
2024-07-27,P045,Toys,16,171.43,2571.4500000000003,Doll,7
2024-07-28,P039,Groceries,13,295.01,3540.12,Bread,7
2024-07-29,P016,Toys,12,262.54,2887.94,Lego Set,7
2024-07-30,P039,Groceries,18,163.12,2773.04,Bread,7
2024-07-31,P044,Groceries,19,375.92,6766.56,Eggs,7
2024-08-01,P037,Toys,15,358.82,5023.48,Puzzle,8
2024-08-02,P038,Electronics,18,143.94,2446.98,Headphones,8
2024-08-03,P038,Electronics,16,165.0,2475.0,Headphones,8
2024-08-04,P011,Electronics,13,147.32,1767.84,Tablet,8
2024-08-05,P004,Electronics,17,68.78,1100.48,Laptop,8
2024-08-06,P032,Groceries,6,377.63,2265.78,Milk,8
2024-08-07,P002,Clothing,2,27.91,55.82,Jeans,8
2024-08-08,P016,Toys,2,79.54,159.08,Action Figure,8
2024-08-09,P048,Clothing,17,57.13,914.08,T-Shirt,8
2024-08-10,P002,Clothing,2,413.54,827.08,Sweater,8
2024-08-11,P014,Furniture,8,26.78,214.24,Chair,8
2024-08-12,P017,Electronics,7,333.99,2337.9300000000003,Smartwatch,8
2024-08-13,P013,Groceries,1,27.01,27.01,Rice,8
2024-08-14,P011,Electronics,4,394.29,1577.16,Tablet,8
2024-08-15,P011,Electronics,12,456.79,5024.6900000000005,Tablet,8
2024-08-16,P048,Clothing,7,245.99,1721.93,T-Shirt,8
2024-08-17,P047,Furniture,19,403.25,7258.5,Sofa,8
2024-08-18,P011,Electronics,4,354.67,1418.68,Tablet,8
2024-08-19,P016,Toys,18,398.84,6780.28,Action Figure,8
2024-08-20,P039,Toys,12,384.55,4230.05,Remote Car,8
2024-08-21,P017,Electronics,12,106.66,1173.26,Smartwatch,8
2024-08-22,P048,Clothing,12,252.28,2775.08,T-Shirt,8
2024-08-23,P031,Clothing,16,480.41,7206.150000000001,Jacket,8
2024-08-24,P013,Groceries,15,175.05,2450.7000000000003,Rice,8
2024-08-25,P047,Furniture,18,485.39,8251.63,Sofa,8
2024-08-26,P048,Clothing,2,293.67,587.34,T-Shirt,8
2024-08-27,P039,Groceries,19,233.5,4203.0,Bread,8
2024-08-28,P016,Toys,17,330.59,5289.44,Lego Set,8
2024-08-29,P039,Toys,13,408.84,4906.08,Remote Car,8
2024-08-30,P016,Toys,11,200.13,2001.3,Lego Set,8
2024-08-31,P038,Electronics,17,21.31,340.96,Headphones,8
2024-09-01,P014,Furniture,3,355.86,1067.58,Chair,9
2024-09-02,P023,Groceries,8,478.3,3826.4,Vegetables,9
2024-09-03,P018,Furniture,2,314.37,628.74,Bed,9
2024-09-04,P012,Electronics,1,98.27,98.27,Smartphone,9
2024-09-05,P044,Groceries,15,127.88,1790.32,Eggs,9
2024-09-06,P044,Groceries,4,455.33,1821.32,Eggs,9
2024-09-07,P002,Clothing,4,11.71,46.84,Sweater,9
2024-09-08,P014,Furniture,9,276.63,2489.67,Chair,9
2024-09-09,P023,Furniture,3,83.55,250.65,Wardrobe,9
2024-09-10,P002,Clothing,5,144.97,724.85,Sweater,9
2024-09-11,P039,Toys,1,156.96,156.96,Remote Car,9
2024-09-12,P017,Electronics,20,113.54,2157.26,Smartwatch,9
2024-09-13,P018,Furniture,1,397.21,397.21,Bed,9
2024-09-14,P002,Clothing,11,169.44,1694.4,Sweater,9
2024-09-15,P039,Groceries,13,176.02,2112.24,Bread,9
2024-09-16,P048,Clothing,11,229.24,2292.4,T-Shirt,9
2024-09-17,P045,Toys,2,451.64,903.28,Doll,9
2024-09-18,P017,Electronics,17,345.65,5530.4,Smartwatch,9
2024-09-19,P016,Toys,8,35.57,284.56,Lego Set,9
2024-09-20,P013,Groceries,15,24.43,342.02,Rice,9
2024-09-21,P013,Groceries,16,285.36,4280.400000000001,Rice,9
2024-09-22,P013,Groceries,17,444.09,7105.44,Rice,9
2024-09-23,P023,Groceries,12,165.01,1815.11,Vegetables,9
2024-09-24,P002,Clothing,13,127.65,1531.8000000000002,Sweater,9
2024-09-25,P013,Groceries,2,375.35,750.7,Rice,9
2024-09-26,P013,Groceries,4,303.04,1212.16,Rice,9
2024-09-27,P031,Clothing,3,284.69,854.0699999999999,Jacket,9
2024-09-28,P032,Groceries,9,78.9,710.1,Milk,9
2024-09-29,P016,Toys,19,92.1,1657.8,Lego Set,9
2024-09-30,P016,Toys,20,144.48,2745.12,Action Figure,9
2024-10-01,P014,Furniture,8,107.39,751.73,Chair,10
2024-10-02,P016,Toys,4,485.87,1943.48,Action Figure,10
2024-10-03,P038,Electronics,6,14.21,85.26,Headphones,10
2024-10-04,P038,Electronics,21,314.9,5983.099999999999,Headphones,10
2024-10-05,P011,Electronics,1,261.21,261.21,Tablet,10
2024-10-06,P002,Clothing,18,165.01,2640.16,Sweater,10
2024-10-07,P016,Toys,12,444.36,4887.96,Action Figure,10
2024-10-08,P017,Electronics,4,336.73,1346.92,Smartwatch,10
2024-10-09,P014,Furniture,20,499.19,8985.42,Chair,10
2024-10-10,P031,Clothing,5,88.48,442.4,Jacket,10
2024-10-11,P018,Furniture,6,48.49,290.94,Bed,10
2024-10-12,P039,Toys,2,74.0,148.0,Remote Car,10
2024-10-13,P013,Groceries,13,138.3,1659.6,Rice,10
2024-10-14,P013,Furniture,10,211.31,1901.79,Table,10
2024-10-15,P023,Groceries,13,431.99,5183.88,Vegetables,10
2024-10-16,P048,Clothing,14,145.38,1889.94,T-Shirt,10
2024-10-17,P014,Furniture,19,458.05,7786.85,Chair,10
2024-10-18,P014,Furniture,5,234.14,1170.6999999999998,Chair,10
2024-10-19,P031,Clothing,14,325.3,4228.900000000001,Jacket,10
2024-10-20,P031,Clothing,14,135.88,1766.44,Jacket,10
2024-10-21,P004,Electronics,11,82.23,822.3000000000001,Laptop,10
2024-10-22,P037,Toys,17,435.38,6530.7,Puzzle,10
2024-10-23,P047,Furniture,17,59.21,888.15,Sofa,10
2024-10-24,P047,Furniture,20,388.14,6986.52,Sofa,10
2024-10-25,P031,Clothing,20,292.59,5266.62,Jacket,10
2024-10-26,P031,Clothing,2,431.26,862.52,Jacket,10
2024-10-27,P037,Toys,12,360.32,3963.52,Puzzle,10
2024-10-28,P031,Clothing,14,144.42,1877.46,Jacket,10
2024-10-29,P032,Groceries,12,289.34,3182.74,Milk,10
2024-10-30,P039,Groceries,4,11.47,45.88,Bread,10
2024-10-31,P032,Groceries,17,240.23,3603.45,Milk,10
2024-11-01,P013,Groceries,13,47.58,523.38,Rice,11
2024-11-02,P016,Toys,21,217.33,3911.94,Action Figure,11
2024-11-03,P014,Furniture,19,59.26,948.16,Chair,11
2024-11-04,P032,Groceries,12,477.96,4779.599999999999,Milk,11
2024-11-05,P002,Clothing,14,263.92,3167.04,Jeans,11
2024-11-06,P039,Groceries,15,457.04,5941.52,Bread,11
2024-11-07,P045,Toys,10,16.07,144.63,Doll,11
2024-11-08,P002,Clothing,15,320.64,4168.32,Jeans,11
2024-11-09,P013,Groceries,7,156.94,941.64,Rice,11
2024-11-10,P014,Furniture,7,218.76,1312.56,Chair,11
2024-11-11,P031,Clothing,13,437.18,4808.9800000000005,Jacket,11
2024-11-12,P002,Clothing,22,490.11,9312.09,Sweater,11
2024-11-13,P023,Furniture,13,127.01,1397.11,Wardrobe,11
2024-11-14,P042,Clothing,12,474.39,4743.9,Dress,11
2024-11-15,P013,Groceries,18,345.92,5188.8,Rice,11
2024-11-16,P002,Clothing,15,475.95,6187.349999999999,Jeans,11
2024-11-17,P039,Groceries,9,283.37,2266.96,Bread,11
2024-11-18,P023,Furniture,6,480.57,2402.85,Wardrobe,11
2024-11-19,P038,Electronics,2,446.77,893.54,Headphones,11
2024-11-20,P047,Furniture,19,68.65,1098.4,Sofa,11
2024-11-21,P023,Groceries,15,158.84,2064.92,Vegetables,11
2024-11-22,P039,Toys,22,125.32,2381.08,Remote Car,11
2024-11-23,P018,Furniture,10,288.19,2593.71,Bed,11
2024-11-24,P016,Toys,18,402.39,6035.849999999999,Lego Set,11
2024-11-25,P016,Toys,7,380.91,2285.46,Lego Set,11
2024-11-26,P039,Groceries,9,364.74,2917.92,Bread,11
2024-11-27,P039,Groceries,16,190.76,2670.64,Bread,11
2024-11-28,P012,Electronics,6,74.12,370.6,Smartphone,11
2024-11-29,P048,Clothing,20,109.24,1857.08,T-Shirt,11
2024-11-30,P014,Furniture,8,372.13,2604.91,Chair,11
2024-12-01,P013,Groceries,11,78.03,702.27,Rice,12
2024-12-02,P018,Furniture,20,115.36,1845.76,Bed,12
2024-12-03,P037,Toys,23,215.15,3872.7,Puzzle,12
2024-12-04,P042,Clothing,16,40.7,529.1,Dress,12
2024-12-05,P004,Electronics,23,110.28,1985.04,Laptop,12
2024-12-06,P013,Furniture,13,79.14,791.4,Table,12
2024-12-07,P002,Clothing,1,475.9,475.9,Sweater,12
2024-12-08,P038,Electronics,23,99.81,1796.58,Headphones,12
2024-12-09,P023,Furniture,24,431.58,8200.02,Wardrobe,12
2024-12-10,P002,Clothing,2,61.83,123.66,Sweater,12
2024-12-11,P039,Groceries,5,435.49,1741.96,Bread,12
2024-12-12,P013,Furniture,14,301.72,3318.92,Table,12
2024-12-13,P002,Clothing,3,425.6,1276.8000000000002,Jeans,12
2024-12-14,P011,Electronics,11,434.34,3909.06,Tablet,12
2024-12-15,P002,Clothing,13,300.2,3002.0,Jeans,12
2024-12-16,P032,Groceries,2,459.26,918.52,Milk,12
2024-12-17,P013,Furniture,9,294.8,2063.6,Table,12
2024-12-18,P023,Furniture,19,357.72,5365.8,Wardrobe,12
2024-12-19,P013,Furniture,24,210.96,4008.24,Table,12
2024-12-20,P013,Groceries,13,457.46,4574.599999999999,Rice,12
2024-12-21,P011,Electronics,18,412.96,5781.44,Tablet,12
2024-12-22,P018,Furniture,5,87.52,350.08,Bed,12
2024-12-23,P017,Electronics,14,290.31,3193.41,Smartwatch,12
2024-12-24,P048,Clothing,3,448.93,1346.79,T-Shirt,12
2024-12-25,P011,Electronics,22,397.57,6758.69,Tablet,12
2024-12-26,P012,Electronics,9,481.46,3370.22,Smartphone,12
2024-12-27,P023,Furniture,14,119.49,1314.39,Wardrobe,12
2024-12-28,P045,Toys,23,186.89,3364.0199999999995,Doll,12
2024-12-29,P016,Toys,18,256.06,3584.84,Action Figure,12
2024-12-30,P039,Groceries,18,120.17,1682.38,Bread,12
2024-12-31,P039,Groceries,7,200.05,1200.3000000000002,Bread,12
2024-01-01,P037,Toys,8,271.08,2439.72,Puzzle,1
2024-01-02,P002,Clothing,2,99.71,299.13,Jeans,1
2024-01-03,P023,Furniture,15,132.06,2245.02,Wardrobe,1
2024-01-04,P013,Furniture,10,66.8,801.5999999999999,Table,1
2024-01-05,P031,Clothing,3,358.12,1432.48,Jacket,1
2024-01-06,P042,Clothing,14,183.97,2943.52,Dress,1
2024-01-07,P037,Toys,9,114.03,1140.3,Puzzle,1
2024-01-08,P013,Groceries,6,256.13,1792.91,Rice,1
2024-01-09,P002,Clothing,9,38.78,387.8,Sweater,1
2024-01-10,P044,Groceries,6,462.09,3234.63,Eggs,1
2024-01-11,P012,Electronics,16,150.76,2713.68,Smartphone,1
2024-01-12,P018,Furniture,8,443.8,3994.2,Bed,1
2024-01-13,P016,Toys,16,251.32,4523.76,Action Figure,1
2024-01-14,P047,Furniture,15,425.82,7238.94,Sofa,1
2024-01-15,P016,Toys,9,127.3,1400.3,Lego Set,1
2024-01-16,P017,Electronics,0,91.76,91.76,Smartwatch,1
2024-01-17,P014,Furniture,15,425.46,7232.82,Chair,1
2024-01-18,P017,Electronics,3,110.4,441.6,Smartwatch,1
2024-01-19,P037,Toys,3,374.37,1497.48,Puzzle,1
2024-01-20,P002,Clothing,12,175.57,2457.98,Jeans,1
2024-01-21,P047,Furniture,8,375.36,3378.24,Sofa,1
2024-01-22,P012,Electronics,11,454.28,5905.639999999999,Smartphone,1
2024-01-23,P014,Furniture,14,490.91,7854.56,Chair,1
2024-01-24,P047,Furniture,0,183.11,183.11,Sofa,1
2024-01-25,P023,Furniture,2,186.93,560.79,Wardrobe,1
2024-01-26,P013,Groceries,17,490.79,9325.01,Rice,1
2024-01-27,P038,Electronics,7,431.46,3451.68,Headphones,1
2024-01-28,P038,Electronics,16,27.32,491.76,Headphones,1
2024-01-29,P023,Furniture,5,288.86,1733.16,Wardrobe,1
2024-01-30,P031,Clothing,5,94.72,568.3199999999999,Jacket,1
2024-01-31,P013,Furniture,4,497.04,2485.2000000000003,Table,1
2024-02-01,P023,Groceries,10,73.77,885.24,Vegetables,2
2024-02-02,P037,Toys,8,281.88,2536.92,Puzzle,2
2024-02-03,P023,Groceries,8,334.27,3008.43,Vegetables,2
2024-02-04,P002,Clothing,15,468.85,7970.450000000001,Sweater,2
2024-02-05,P013,Furniture,17,424.39,8063.41,Table,2
2024-02-06,P038,Electronics,15,126.65,2153.05,Headphones,2
2024-02-07,P018,Furniture,14,288.45,4615.2,Bed,2
2024-02-08,P042,Clothing,10,477.02,5724.24,Dress,2
2024-02-09,P038,Electronics,2,369.18,1107.54,Headphones,2
2024-02-10,P013,Groceries,12,345.73,4840.22,Rice,2
2024-02-11,P039,Toys,15,378.68,6437.56,Remote Car,2
2024-02-12,P045,Toys,14,164.64,2634.24,Doll,2
2024-02-13,P023,Furniture,10,365.98,4391.76,Wardrobe,2
2024-02-14,P032,Groceries,1,120.26,240.52,Milk,2
2024-02-15,P031,Clothing,7,216.91,1735.28,Jacket,2
2024-02-16,P037,Toys,10,445.51,5346.12,Puzzle,2
2024-02-17,P013,Groceries,14,14.39,230.24,Rice,2
2024-02-18,P013,Furniture,7,210.09,1680.72,Table,2
2024-02-19,P012,Electronics,14,137.08,2193.28,Smartphone,2
2024-02-20,P013,Furniture,9,103.3,1033.0,Table,2
2024-02-21,P014,Furniture,13,420.09,6301.349999999999,Chair,2
2024-02-22,P032,Groceries,3,349.77,1399.08,Milk,2
2024-02-23,P045,Toys,13,60.75,911.25,Doll,2
2024-02-24,P039,Groceries,3,249.76,999.04,Bread,2
2024-02-25,P038,Electronics,9,236.12,2597.32,Headphones,2
2024-02-26,P032,Groceries,5,75.55,453.3,Milk,2
2024-02-27,P002,Clothing,3,400.88,1603.52,Sweater,2
2024-02-28,P014,Furniture,8,186.5,1678.5,Chair,2
2024-02-29,P037,Toys,8,382.16,3439.44,Puzzle,2
2024-03-01,P017,Electronics,3,100.07,300.21,Smartwatch,3
2024-03-02,P018,Furniture,5,160.96,804.8000000000001,Bed,3
2024-03-03,P023,Groceries,15,52.11,781.65,Vegetables,3
2024-03-04,P048,Clothing,9,76.02,684.18,T-Shirt,3
2024-03-05,P023,Groceries,2,442.18,884.36,Vegetables,3
2024-03-06,P023,Furniture,3,59.01,177.03,Wardrobe,3
2024-03-07,P017,Electronics,12,52.39,628.6800000000001,Smartwatch,3
2024-03-08,P039,Toys,16,470.49,7527.84,Remote Car,3
2024-03-09,P014,Furniture,5,324.72,1623.6,Chair,3
2024-03-10,P011,Electronics,10,54.95,549.5,Tablet,3
2024-03-11,P013,Furniture,15,486.0,7290.0,Table,3
2024-03-12,P031,Clothing,14,77.81,1089.34,Jacket,3
2024-03-13,P013,Groceries,14,384.34,5380.759999999999,Rice,3
2024-03-14,P037,Toys,13,22.25,289.25,Puzzle,3
2024-03-15,P011,Electronics,16,314.15,5026.4,Tablet,3
2024-03-16,P016,Toys,8,275.62,2204.96,Lego Set,3
2024-03-17,P045,Toys,8,107.96,863.68,Doll,3
2024-03-18,P039,Toys,17,323.36,5497.12,Remote Car,3
2024-03-19,P011,Electronics,17,310.44,5277.48,Tablet,3
2024-03-20,P011,Electronics,3,400.18,1200.54,Tablet,3
2024-03-21,P016,Toys,1,438.56,438.56,Lego Set,3
2024-03-22,P013,Groceries,17,257.5,4377.5,Rice,3
2024-03-23,P018,Furniture,16,247.7,3963.2,Bed,3
2024-03-24,P039,Toys,17,312.69,5315.73,Remote Car,3
2024-03-25,P031,Clothing,2,365.96,731.92,Jacket,3
2024-03-26,P016,Toys,14,181.3,2538.2000000000003,Action Figure,3
2024-03-27,P038,Electronics,7,254.8,1783.6,Headphones,3
2024-03-28,P018,Furniture,19,294.63,5597.97,Bed,3
2024-03-29,P048,Clothing,1,494.25,494.25,T-Shirt,3
2024-03-30,P018,Furniture,17,295.92,5030.64,Bed,3
2024-03-31,P018,Furniture,10,115.97,1159.7,Bed,3
2024-04-01,P048,Clothing,6,296.05,1776.3000000000002,T-Shirt,4
2024-04-02,P045,Toys,7,410.65,2874.55,Doll,4
2024-04-03,P045,Toys,6,429.41,2576.46,Doll,4
2024-04-04,P037,Toys,5,401.12,2005.6,Puzzle,4
2024-04-05,P023,Groceries,2,444.66,889.32,Vegetables,4
2024-04-06,P016,Toys,18,170.71,3072.78,Action Figure,4
2024-04-07,P002,Clothing,17,256.25,4356.25,Sweater,4
2024-04-08,P023,Groceries,7,390.9,2736.3,Vegetables,4
2024-04-09,P037,Toys,19,135.9,2582.1,Puzzle,4
2024-04-10,P013,Groceries,7,188.93,1322.51,Rice,4
2024-04-11,P002,Clothing,7,416.42,2914.94,Jeans,4
2024-04-12,P016,Toys,16,386.19,6179.04,Action Figure,4
2024-04-13,P004,Electronics,12,485.74,5828.88,Laptop,4
2024-04-14,P042,Clothing,15,498.01,7470.15,Dress,4
2024-04-15,P018,Furniture,15,124.17,1862.55,Bed,4
2024-04-16,P023,Furniture,11,450.72,4957.92,Wardrobe,4
2024-04-17,P042,Clothing,2,51.79,103.58,Dress,4
2024-04-18,P013,Furniture,3,356.35,1069.0500000000002,Table,4
2024-04-19,P031,Clothing,19,113.95,2165.05,Jacket,4
2024-04-20,P004,Electronics,15,153.65,2304.75,Laptop,4
2024-04-21,P042,Clothing,16,473.43,7574.88,Dress,4
2024-04-22,P045,Toys,1,135.26,135.26,Doll,4
2024-04-23,P039,Toys,15,338.22,5073.3,Remote Car,4
2024-04-24,P032,Groceries,12,93.17,1118.04,Milk,4
2024-04-25,P023,Furniture,7,51.23,358.61,Wardrobe,4
2024-04-26,P047,Furniture,7,172.96,1210.72,Sofa,4
2024-04-27,P002,Clothing,11,313.98,3453.78,Sweater,4
2024-04-28,P013,Furniture,11,127.73,1405.03,Table,4
2024-04-29,P037,Toys,17,153.58,2610.86,Puzzle,4
2024-04-30,P012,Electronics,3,355.82,1067.46,Smartphone,4
2024-05-01,P042,Clothing,16,55.88,894.08,Dress,5
2024-05-02,P018,Furniture,5,226.22,1131.1,Bed,5
2024-05-03,P045,Toys,2,471.16,942.32,Doll,5
2024-05-04,P039,Groceries,7,201.5,1410.5,Bread,5
2024-05-05,P014,Furniture,10,219.93,2199.3,Chair,5
2024-05-06,P012,Electronics,5,370.41,1852.05,Smartphone,5
2024-05-07,P011,Electronics,15,390.61,5859.150000000001,Tablet,5
2024-05-08,P018,Furniture,12,385.96,4631.52,Bed,5
2024-05-09,P023,Furniture,10,498.94,4989.4,Wardrobe,5
2024-05-10,P039,Toys,17,40.37,686.29,Remote Car,5
2024-05-11,P047,Furniture,11,491.22,5403.42,Sofa,5
2024-05-12,P032,Groceries,8,475.34,3802.72,Milk,5
2024-05-13,P016,Toys,15,426.81,6402.15,Lego Set,5
2024-05-14,P031,Clothing,2,229.79,459.58,Jacket,5
2024-05-15,P023,Groceries,17,436.1,7413.700000000001,Vegetables,5
2024-05-16,P045,Toys,6,114.31,685.86,Doll,5
2024-05-17,P045,Toys,13,396.87,5159.31,Doll,5
2024-05-18,P017,Electronics,8,96.69,773.52,Smartwatch,5
2024-05-19,P045,Toys,11,408.6,4494.6,Doll,5
2024-05-20,P044,Groceries,15,309.19,4637.85,Eggs,5
2024-05-21,P018,Furniture,13,53.53,695.89,Bed,5
2024-05-22,P039,Groceries,18,448.18,8067.24,Bread,5
2024-05-23,P042,Clothing,18,291.09,5239.62,Dress,5
2024-05-24,P016,Toys,17,329.84,5607.28,Lego Set,5
2024-05-25,P016,Toys,13,145.34,1889.42,Action Figure,5
2024-05-26,P039,Toys,3,436.46,1309.38,Remote Car,5
2024-05-27,P045,Toys,7,274.87,1924.09,Doll,5
2024-05-28,P004,Electronics,12,213.45,2561.4,Laptop,5
2024-05-29,P038,Electronics,4,269.47,1077.88,Headphones,5
2024-05-30,P018,Furniture,11,353.14,3884.54,Bed,5
2024-05-31,P037,Toys,14,349.05,4886.7,Puzzle,5
2024-06-01,P048,Clothing,18,182.0,3276.0,T-Shirt,6
2024-06-02,P047,Furniture,7,195.7,1369.9,Sofa,6
2024-06-03,P016,Toys,5,283.31,1416.55,Action Figure,6
2024-06-04,P011,Electronics,16,462.58,7401.28,Tablet,6
2024-06-05,P042,Clothing,11,373.99,4113.89,Dress,6
2024-06-06,P014,Furniture,3,198.26,594.78,Chair,6
2024-06-07,P002,Clothing,16,171.83,2749.28,Jeans,6
2024-06-08,P016,Toys,11,264.2,2906.2,Action Figure,6
2024-06-09,P032,Groceries,10,435.65,4356.5,Milk,6
2024-06-10,P042,Clothing,2,9.3,18.6,Dress,6
2024-06-11,P048,Clothing,16,356.69,5707.04,T-Shirt,6
2024-06-12,P012,Electronics,17,150.78,2563.26,Smartphone,6
2024-06-13,P016,Toys,10,108.16,1081.6,Action Figure,6
2024-06-14,P002,Clothing,18,11.01,198.18,Sweater,6
2024-06-15,P039,Toys,12,448.81,5385.72,Remote Car,6
2024-06-16,P038,Electronics,8,456.56,3652.48,Headphones,6
2024-06-17,P016,Toys,3,35.4,106.2,Action Figure,6
2024-06-18,P011,Electronics,3,263.3,789.9000000000001,Tablet,6
2024-06-19,P017,Electronics,6,80.52,483.12,Smartwatch,6
